Country,Country__colour,id,EuSCAPE ID or sample name,Data source,Data source__colour,Carbapenem resistance,Carbapenem resistance__colour,Host,Host__colour,Sample type,Clinical importance,Clinical importance__colour,Epidemiological context,Epidemiological context__colour,ST,ST__colour,latitude,longitude,Location accuracy,Location accuracy__colour,day,month,year,Hospital code,Best matching K-type (capsular loci),Best matching K-type (capsular loci)__colour,Presence/absence of KPC-like in silico,Presence/absence of KPC-like in silico__colour,KPC-like variant,KPC-like variant__colour,Presence/absence of OXA-48-like in silico,Presence/absence of OXA-48-like in silico__colour,OXA-48-like variant,OXA-48-like variant__colour,Colistin resistance,Colistin resistance__colour
Austria,#E3DFDC,17870_3#77,EuSCAPE_AT017,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Infection,#d95f02,Community Onset,#a6cee3,512,#1F8C7F,47.2301548,9.5808176,Address-level,#fef0d9,3,11,2013,155,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Resistant,#ED462F
Austria,#E3DFDC,17870_3#78,EuSCAPE_AT018,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Colonization,#1b9e77,Community Onset,#a6cee3,512,#1F8C7F,47.2301548,9.5808176,Address-level,#fef0d9,4,11,2013,155,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Belgium,#9B0606,19506_1#47,EuSCAPE_BE070,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Lower Respiratory Tract Secrection,Colonization,#1b9e77,Hospital Acquisition,#1f78b4,512,#1F8C7F,50.572523,5.567129,Address-level,#fef0d9,26,12,2013,39,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Belgium,#9B0606,19506_1#48,EuSCAPE_BE071,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Lower Respiratory Tract Secrection,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,50.572523,5.567129,Address-level,#fef0d9,22,12,2013,39,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Belgium,#9B0606,19506_1#50,EuSCAPE_BE073,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Lower Respiratory Tract Secrection,Unknown,#A4A4A4,Community Onset,#a6cee3,512,#1F8C7F,50.572523,5.567129,Address-level,#fef0d9,2,1,2014,39,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Belgium,#9B0606,19506_1#60,EuSCAPE_BE084,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Wound Secretion,Infection,#d95f02,Hospital Acquisition,#1f78b4,512,#1F8C7F,50.572523,5.567129,Address-level,#fef0d9,5,2,2014,39,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Belgium,#9B0606,19506_1#67,EuSCAPE_BE091,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Lower Respiratory Tract Secrection,Infection,#d95f02,Community Onset,#a6cee3,512,#1F8C7F,50.651987,5.575025,Address-level,#fef0d9,12,3,2014,37,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Belgium,#9B0606,19506_1#69,EuSCAPE_BE093,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Lower Respiratory Tract Secrection,Infection,#d95f02,Hospital Acquisition,#1f78b4,512,#1F8C7F,50.651987,5.575025,Address-level,#fef0d9,14,3,2014,37,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Belgium,#9B0606,19506_1#74,EuSCAPE_BE098,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,50.651987,5.575025,Address-level,#fef0d9,10,3,2014,37,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Greece,#C603C6,18623_2#36,EuSCAPE_GR158,EuSCAPE,#66c2a5,Comparator isolate (susceptible) (EuSCAPE),#76F013,Human,#2c7fb8,Blood,Unknown,#A4A4A4,Community Onset,#a6cee3,258,#0730E8,37.9837155,23.7293097,Address-level,#fef0d9,4,5,2014,153,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Greece,#C603C6,18623_2#40,EuSCAPE_GR166,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Colonization,#1b9e77,Hospital Acquisition,#1f78b4,258,#0730E8,37.9837155,23.7293097,Address-level,#fef0d9,23,4,2014,153,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Greece,#C603C6,18623_2#41,EuSCAPE_GR167,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,258,#0730E8,37.9837155,23.7293097,Address-level,#fef0d9,12,4,2014,153,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,18174_5#19,EuSCAPE_IL044,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Blood,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,32.80362,34.986711,Address-level,#fef0d9,20,1,2014,24,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Israel,#07B7E8,18174_4#143,EuSCAPE_IL004,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Blood,Infection,#d95f02,Hospital Acquisition,#1f78b4,512,#1F8C7F,32.830361,34.974338,Address-level,#fef0d9,25,12,2013,29,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Israel,#07B7E8,18174_4#148,EuSCAPE_IL009,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,32.80362,34.986711,Address-level,#fef0d9,21,11,2013,157,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Israel,#07B7E8,18174_4#150,EuSCAPE_IL012,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,32.80362,34.986711,Address-level,#fef0d9,17,12,2013,157,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Israel,#07B7E8,18174_4#151,EuSCAPE_IL013,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,32.80362,34.986711,Address-level,#fef0d9,19,12,2013,157,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Israel,#07B7E8,18174_4#156,EuSCAPE_IL018,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,32.80362,34.986711,Address-level,#fef0d9,19,2,2014,157,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Israel,#07B7E8,18174_4#158,EuSCAPE_IL020,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Lower Respiratory Tract Secrection,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,32.80362,34.986711,Address-level,#fef0d9,29,1,2014,157,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Israel,#07B7E8,18174_4#159,EuSCAPE_IL021,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Lower Respiratory Tract Secrection,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,32.80362,34.986711,Address-level,#fef0d9,5,2,2014,157,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Israel,#07B7E8,18174_5#1,EuSCAPE_IL024,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,31.9521108,34.906551,Address-level,#fef0d9,7,12,2013,13,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Resistant,#ED462F
Israel,#07B7E8,18174_5#10,EuSCAPE_IL034,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,32.830361,34.974338,Address-level,#fef0d9,13,2,2014,29,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Israel,#07B7E8,18174_5#16,EuSCAPE_IL040,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Wound Secretion,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,31.9521108,34.906551,Address-level,#fef0d9,4,12,2013,13,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Israel,#07B7E8,18174_5#17,EuSCAPE_IL041,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Wound Secretion,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,31.9521108,34.906551,Address-level,#fef0d9,8,12,2013,13,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Israel,#07B7E8,18174_5#23,EuSCAPE_IL048,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Lower Respiratory Tract Secrection,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,32.066158,34.777819,Address-level,#fef0d9,26,11,2013,211,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Resistant,#ED462F
Israel,#07B7E8,18174_5#34,EuSCAPE_IL058,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,32.066158,34.777819,Address-level,#fef0d9,9,12,2013,211,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Israel,#07B7E8,18174_5#35,EuSCAPE_IL059,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,32.066158,34.777819,Address-level,#fef0d9,16,12,2013,211,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Israel,#07B7E8,18174_5#36,EuSCAPE_IL060,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Lower Respiratory Tract Secrection,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,32.066158,34.777819,Address-level,#fef0d9,14,1,2014,211,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Resistant,#ED462F
Israel,#07B7E8,18174_5#38,EuSCAPE_IL062,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,32.066158,34.777819,Address-level,#fef0d9,31,1,2014,211,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Israel,#07B7E8,18174_5#39,EuSCAPE_IL063,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,32.066158,34.777819,Address-level,#fef0d9,1,2,2014,211,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Resistant,#ED462F
Israel,#07B7E8,18174_5#45,EuSCAPE_IL070,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Blood,Infection,#d95f02,Hospital Acquisition,#1f78b4,512,#1F8C7F,32.066158,34.777819,Address-level,#fef0d9,27,11,2013,242,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Israel,#07B7E8,18174_5#51,EuSCAPE_IL076,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Other (tissue),Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,31.768319,35.21371,Address-level,#fef0d9,10,3,2014,200,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Israel,#07B7E8,18174_5#52,EuSCAPE_IL077,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Lower Respiratory Tract Secrection,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,31.768319,35.21371,Address-level,#fef0d9,14,3,2014,200,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Israel,#07B7E8,18174_5#53,EuSCAPE_IL078,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,31.768319,35.21371,Address-level,#fef0d9,9,4,2014,200,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Israel,#07B7E8,18174_5#54,EuSCAPE_IL079,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,31.768319,35.21371,Address-level,#fef0d9,6,3,2014,200,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Israel,#07B7E8,18174_5#58,EuSCAPE_IL083,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,31.768319,35.21371,Address-level,#fef0d9,17,3,2014,200,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Israel,#07B7E8,18174_5#6,EuSCAPE_IL029,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,32.066158,34.777819,Address-level,#fef0d9,22,4,2014,242,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Israel,#07B7E8,18174_5#61,EuSCAPE_IL086,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.768319,35.21371,Address-level,#fef0d9,7,4,2014,200,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Israel,#07B7E8,18174_5#9,EuSCAPE_IL033,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Community Onset,#a6cee3,512,#1F8C7F,32.830361,34.974338,Address-level,#fef0d9,13,2,2014,29,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Israel,#07B7E8,19646_3#149,EuSCAPE_IL011,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,32.80362,34.986711,Address-level,#fef0d9,3,12,2013,157,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Israel,#07B7E8,19646_3#150,EuSCAPE_IL069,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Blood,Infection,#d95f02,Hospital Acquisition,#1f78b4,512,#1F8C7F,32.066158,34.777819,Address-level,#fef0d9,20,11,2013,242,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Italy,#4D58F9,18174_5#142,EuSCAPE_IT064,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,41.9472267,12.4151045,Address-level,#fef0d9,19,11,2013,18,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Resistant,#ED462F
Italy,#4D58F9,18174_5#146,EuSCAPE_IT070,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Blood,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,41.9472267,12.4151045,Address-level,#fef0d9,14,12,2013,18,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Resistant,#ED462F
Italy,#4D58F9,18174_5#86,EuSCAPE_IT007,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Colonization,#1b9e77,Hospital Acquisition,#1f78b4,258,#0730E8,44.6080164,10.8693906,Address-level,#fef0d9,7,11,2013,176,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Italy,#4D58F9,18174_6#147,EuSCAPE_IT244,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Blood,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,38.11,15.64,Address-level,#fef0d9,11,2,2014,186,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Italy,#4D58F9,18174_6#151,EuSCAPE_IT248,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,38.11,15.64,Address-level,#fef0d9,25,3,2014,186,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Resistant,#ED462F
Italy,#4D58F9,18174_6#67,EuSCAPE_IT162,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Blood,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,45.5107612,12.2217166,Address-level,#fef0d9,16,12,2013,15,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Resistant,#ED462F
Italy,#4D58F9,18174_6#71,EuSCAPE_IT166,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Blood,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,45.5107612,12.2217166,Address-level,#fef0d9,30,12,2013,15,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Resistant,#ED462F
Italy,#4D58F9,18174_6#73,EuSCAPE_IT168,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Blood,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,45.5107612,12.2217166,Address-level,#fef0d9,31,12,2013,15,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Resistant,#ED462F
Italy,#4D58F9,18174_7#27,EuSCAPE_IT290,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Blood,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,40.86466,14.2214853,Address-level,#fef0d9,28,4,2014,19,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Italy,#4D58F9,18174_7#29,EuSCAPE_IT292,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Infection,#d95f02,Community Onset,#a6cee3,258,#0730E8,40.86466,14.2214853,Address-level,#fef0d9,29,4,2014,19,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Italy,#4D58F9,18174_7#78,EuSCAPE_IT347,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Community Onset,#a6cee3,258,#0730E8,44.8323024,11.6318629,Address-level,#fef0d9,29,4,2014,179,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Italy,#4D58F9,18174_5#101,EuSCAPE_IT022,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Lower Respiratory Tract Secrection,Infection,#d95f02,Hospital Acquisition,#1f78b4,512,#1F8C7F,43.6082045,13.455575,Address-level,#fef0d9,5,11,2013,185,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Italy,#4D58F9,18174_5#103,EuSCAPE_IT024,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Infection,#d95f02,Hospital Acquisition,#1f78b4,512,#1F8C7F,43.6082045,13.455575,Address-level,#fef0d9,6,11,2013,185,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Resistant,#ED462F
Italy,#4D58F9,18174_5#105,EuSCAPE_IT026,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Blood,Infection,#d95f02,Hospital Acquisition,#1f78b4,512,#1F8C7F,43.6082045,13.455575,Address-level,#fef0d9,5,11,2013,185,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Resistant,#ED462F
Italy,#4D58F9,18174_5#107,EuSCAPE_IT028,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Blood,Infection,#d95f02,Hospital Acquisition,#1f78b4,512,#1F8C7F,43.6082045,13.455575,Address-level,#fef0d9,7,11,2013,185,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Resistant,#ED462F
Italy,#4D58F9,18174_5#109,EuSCAPE_IT030,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Infection,#d95f02,Hospital Acquisition,#1f78b4,512,#1F8C7F,43.6082045,13.455575,Address-level,#fef0d9,9,11,2013,185,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Resistant,#ED462F
Italy,#4D58F9,18174_5#110,EuSCAPE_IT032,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Blood,Infection,#d95f02,Hospital Acquisition,#1f78b4,512,#1F8C7F,43.6082045,13.455575,Address-level,#fef0d9,12,11,2013,185,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Resistant,#ED462F
